chr	start	end
chrX	24168351	24168860
chr13	26646501	26646760
chr12	111332101	111332660
chr1	211915401	211915560
chr2	26968551	26969060
chr4	1003301	1003710
chr5	65732601	65732960
chr5	145214951	145215260
chr6	170097301	170097560
chr17	73841151	73841810
chr12	923351	923810
chr14	52021701	52022010
chr5	72138801	72139010
chr6	118901901	118902410
chr8	79623451	79623710
chr10	98797051	98797610
chr2	24283751	24284160
chr14	94900201	94900610
chr20	55623201	55623760
chr16	717751	718210
chr2	234259451	234259760
chr13	75946551	75947010
chr13	31191751	31192060
chr14	39336701	39337210
chr1	209605001	209605060
chr4	114468651	114469160
chrX	100461451	100461860
chr3	182335901	182336310
chr19	6218401	6219010
chr10	31642601	31642860
chr8	145158451	145158910
chr20	60951501	60951960
chr13	20193051	20193460
chr9	104227601	104228010
chr20	1880951	1881410
chr1	43043601	43044010
chr3	113898501	113898810
chr1	31191851	31192510
chr7	150869451	150870210
chr6	2765501	2766010
chr7	42916051	42916460
chr20	52445301	52445560
chr10	79734151	79734560
chr11	103196601	103197060
chr17	30469151	30469610
chr1	222720351	222720810
chr17	57598751	57599360
chr7	27824051	27824510
chr10	118934301	118934810
chr5	83551201	83551510
chr10	12771901	12772260
chr12	38710101	38710510
chr14	94609651	94609960
chr3	59795451	59795910
chr12	83783151	83783310
chr8	72703201	72703460
chr8	75514151	75514410
chr3	154463751	154464060
chr5	32232501	32233010
chr9	107543051	107543460
chr2	220394801	220395360
chr2	242003001	242003260
chr9	12719451	12719860
chr6	37333651	37333810
chr12	27587901	27588460
chr6	56482851	56483160
chr14	69556901	69557360
chr10	30823451	30823910
chr1	204335801	204336410
chr17	74576051	74576310
chr12	18144901	18145460
chr16	1244501	1245060
chrX	45608801	45609160
chrX	106692251	106692410
chr12	99780701	99781110
chr20	6506401	6506660
chr5	109026651	109027160
chr10	21784451	21785060
chr2	32360451	32360760
chr10	130459051	130459360
chr6	80382301	80382760
chr2	125561601	125562010
chr5	146718951	146719160
chr6	97507351	97507710
chr10	88094501	88094760
chr13	97719601	97719960
chr19	8066801	8067810
chr19	4941351	4941560
chr4	167086901	167087410
chr7	26191601	26191860
chr8	11509151	11509460
chr16	16236851	16237210
chr11	76899301	76899860
chr10	6150751	6151310
chr7	38407751	38408210
chr14	101293451	101293860
chr13	51644101	51644610
chr7	21608401	21608760
chr19	19296601	19297160
chr11	79172051	79172510
chr5	53785151	53785610
chr7	29234201	29234610
chr11	57827401	57827560
chr6	30098701	30099210
chr17	71779201	71779460
chr5	148931101	148931710
chr3	142085401	142085610
chr12	108384101	108384460
chr3	138136301	138136810
chr17	63552401	63552960
chr19	5029651	5030110
chr19	14185751	14186360
chr14	78630601	78631010
chr8	98656251	98656760
chr20	46132451	46132710
chr3	125156551	125157060
chr4	162173701	162174110
chrX	148368351	148368760
chr6	49338901	49339110
chr17	65196801	65197260
chr13	103499851	103500310
chr3	74316701	74317110
chr14	21325751	21326310
chr1	210010001	210010310
chr10	118834151	118834510
chrX	67238451	67238860
chr3	153486651	153487060
chr11	123431851	123432060
chr4	112551851	112552260
chr7	99510701	99511110
chr10	94602801	94603260
chr7	33876451	33876810
chr2	160373101	160373310
chr15	60017051	60017560
chr17	38269301	38269760
chr10	42387651	42388060
chr3	32195701	32195960
chr5	111546101	111546560
chr5	95194301	95194910
chr11	33383851	33384310
chr6	44064301	44064810
chr6	119399851	119400260
chr8	120875151	120875610
chr1	219377801	219378460
chr3	17586251	17586460
chr3	140456001	140456260
chr1	15454951	15455460
chr3	85353501	85353910
chr14	73639801	73640260
chr10	74034451	74034960
chr9	9920501	9920760
chr22	30956651	30956860
chr8	127616101	127616460
chr2	114361551	114361910
chr22	28333551	28333760
chr4	41179201	41179410
chr10	30959901	30960360
chr11	8008351	8008860
chr1	222060101	222060860
chr6	148880851	148881410
chr12	69979551	69979860
chr19	43711351	43711560
chr19	4660451	4660810
chr5	77162951	77163560
chr1	116694551	116695110
chr9	26656251	26656660
chrX	152772951	152773410
chr20	38879901	38880360
chr11	61152951	61153460
chr5	53813101	53813810
chr9	89252351	89252760
chr4	110971101	110971560
chr12	75831401	75831710
chr11	38337051	38337110
chr1	58236551	58236760
chr19	49345851	49346410
chr6	25018151	25018660
chr4	140478401	140478560
chr6	47599001	47599460
chr15	81269951	81270210
chr2	8665701	8665810
chr1	87207601	87208110
chr19	34489451	34490010
chr16	30032751	30033310
chr3	66458101	66458660
chr1	154298601	154299160
chr13	95266501	95266610
chr13	53436451	53436960
chr20	39597251	39597810
chr20	4930451	4930910
chr17	7790051	7790060
chr1	93214551	93215010
chr3	124480001	124480510
chr1	16335351	16335960
chr5	148942401	148942760
chr5	73944551	73945110
chr17	69760651	69761060
chr1	11724051	11724560
chr11	26308001	26308410
chr19	44039601	44039960
chr7	12476901	12477010
chr7	33374001	33374410
chr17	39643001	39643410
chr4	184761351	184761810
chr7	100781451	100781960
chr4	174911251	174911660
chr14	29226201	29226760
chr11	130301101	130301660
chr22	42833451	42834010
chr3	133649151	133649610
chr9	100472701	100473360
chr14	61573501	61573910
chr12	7265801	7266360
chr3	156167751	156168160
chr12	9013051	9013460
chr7	130499551	130499910
chr3	165342601	165342910
chr8	55150951	55151160
chr3	156166101	156166410
chr4	154706951	154707360
chr22	33396401	33397160
chr5	162774451	162775160
chr11	68593101	68593410
chr6	37575751	37576160
chr11	93508501	93508810
chr8	53408701	53409160
chr8	119132601	119133360
chr3	31810301	31810610
chr19	14142651	14143410
chr6	31648501	31648810
chr11	86071801	86072210
chr1	35253751	35254060
chr7	27814301	27814810
chr1	227954101	227954210
chr4	139951701	139952210
chr3	143367551	143367910
chr6	161814751	161815260
chr4	37684801	37685110
chr10	23357101	23357560
chr8	120276051	120276710
chr18	5023301	5023660
chr16	3144601	3144960
chr14	37641201	37641410
chr1	101704251	101704760
chr5	18287251	18287410
chr12	20704251	20704610
chrX	132074751	132074960
chr4	128907301	128907410
chr7	131198251	131198760
chr9	100173851	100174560
chr10	23582001	23582460
chr1	163140801	163141310
chr14	25620151	25620510
chr5	152527751	152528410
chr3	103014901	103015210
chr5	82769301	82769960
chr10	80911651	80911910
chr15	58035751	58035960
chr13	73746051	73746260
chr17	47573601	47574260
chr3	188767301	188767560
chr11	19348001	19348410
chr12	31835001	31835460
chr18	37415401	37415510
chr3	101263451	101263610
chr1	28907851	28908010
chr2	27392701	27393160
chr10	32666451	32666910
chr7	88030301	88030760
chr17	47652851	47653460
chr1	55803751	55804160
chr2	99134551	99134910
chr2	11168601	11168860
chr19	18561551	18562260
chr1	218694701	218695460
chr11	45204551	45204960
chr12	95928151	95928610
chr1	227058051	227058810
chr15	74674601	74675160
chr19	42148201	42148710
chr6	120287751	120287960
chr2	71775701	71776160
chr5	87986651	87987210
chr18	29737901	29738410
chr9	13447001	13447260
chr10	83981551	83981910
chr16	74760651	74761010
chr15	43218851	43219310
chr3	149111101	149111610
chr4	15044901	15045210
chr1	171613951	171614560
chr7	23312601	23313260
chr22	50323001	50323660
chr15	75109601	75110010
chr10	48398351	48398860
chr17	47445751	47446110
chr17	76285851	76286260
chr13	73413951	73414410
chr14	68303701	68304110
chr1	214105151	214105560
chr16	48865301	48865610
chr12	14519101	14519410
chr1	113423451	113423960
chr5	10146001	10146410
chr15	40799201	40799660
chr16	3174651	3174860
chr22	22146251	22146410
chr12	103889951	103890360
chr17	72953951	72954460
chr2	169102851	169103360
chr6	57189301	57189710
chr4	4490051	4490610
chr6	131081151	131081560
chr16	70922251	70922410
chr19	24216501	24216660
chr6	89693251	89693660
chr12	101062601	101063110
chr17	8657151	8657560
chr5	137558451	137558910
chr15	79476651	79477160
chr1	234458651	234459210
chr3	107346851	107347110
chr12	11775751	11775960
chr1	9294251	9294860
chr8	105402101	105402560
chr4	103370851	103371360
chrX	120134401	120134760
chr1	234244751	234245060
chr5	130247751	130248210
chr11	2552551	2553160
chr8	81599351	81599860
chr3	109088501	109088610
chr16	78269051	78269510
chrX	100023601	100024260
chr15	34058651	34058760
chr7	32101801	32102160
chr12	14667201	14667560
chr3	127678751	127679060
chr6	151990201	151990360
chr3	62172601	62173010
chr20	23587101	23587660
chr8	121716801	121716960
chrX	24389451	24389910
chr2	61860451	61860660
chr2	86041251	86041810
chr3	55439601	55439760
chr2	29566751	29567060
chr2	238581601	238582260
chr8	84045851	84046110
chr5	142775251	142775460
chr10	1797751	1798160
chr20	62245651	62245810
chr11	84269101	84269560
chr17	40770451	40770960
chr5	133625151	133625710
chr9	124356751	124357060
chr14	103406751	103406760
chr6	146433101	146433310
chr15	58158251	58158760
chr10	13344151	13344760
chr11	19138851	19139310
chr15	41077451	41077660
chr11	31128501	31128910
chr16	70713801	70714210
chr17	43186351	43186510
chr5	36696101	36696610
chr14	57046001	57046560
chr13	24281901	24282160
chr10	77863051	77863410
chr8	123689701	123690160
chr16	76856951	76857260
chr15	75913101	75913410
chr1	82197801	82198010
chr5	157188801	157189460
chr6	3282551	3282660
chr1	150459651	150459910
chr5	139154551	139155160
chr10	113522051	113522110
chr3	146307701	146308060
chr12	26677801	26678210
chr2	186269401	186269610
chrX	71224151	71224310
chr7	134105301	134105710
chr2	239481951	239482360
chr13	21402601	21403160
chr2	36891201	36891660
chr10	15413151	15413710
chr7	114857451	114857760
chr1	153892751	153893110
chr1	208634951	208635610
chr8	131733851	131734110
chr6	94134001	94134410
chr3	189735451	189735810
chr3	158512701	158513160
chr2	151344151	151344610
chr20	8024301	8024760
chr2	46844051	46844160
chr10	52697301	52697660
chr2	129226851	129227110
chr3	111340401	111340760
chr11	8892001	8892360
chr12	30042651	30043060
chr6	22828651	22829060
chr4	24795201	24795610
chr1	221914851	221914910
chr2	45956901	45957160
chr8	145703701	145704910
chr14	46959651	46959960
chr3	66872651	66873160
chr8	52926801	52927310
chr2	43251551	43252060
chr8	74137001	74137110
chr14	65404501	65404760
chr10	22292201	22292610
chrX	20085201	20085760
chr1	183891401	183891710
chr5	19795351	19795710
chr2	48084951	48085360
chr14	107150451	107151210
chr3	124278601	124279110
chr7	33934851	33935360
chr17	34959201	34959810
chr9	92179401	92179610
chr20	39706901	39707410
chr4	185172001	185172510
chr5	158846551	158846960
chr1	176866451	176867460
chr4	6912501	6912710
chr18	39694251	39694760
chr22	29735951	29736210
chr17	80781001	80781260
chr8	54793001	54793960
chr20	17262151	17262510
chr15	68155651	68156210
chr10	54643951	54644410
chr1	805051	805560
chr10	66031901	66032010
chr13	28025401	28025560
chr2	109663451	109663610
chr7	45911701	45912110
chr10	120303501	120304010
chr11	8710101	8710510
chr10	120968901	120969560
chr5	14727401	14727910
chrX	119433801	119434110
chr19	1465651	1466060
chr7	115981551	115981960
chr10	26845951	26846410
chr20	15624351	15624760
chr4	97273351	97273810
chr17	75490951	75491460
chr3	102255301	102255760
chrX	19922851	19923360
chrX	122967201	122967610
chr19	19642901	19643510
chr14	105714751	105715160
chr10	99331701	99332460
chr20	21789701	21790010
chr1	68848801	68849060
chr16	52103751	52104110
chr10	68067651	68068010
chr6	3251601	3252110
chr7	99869801	99870060
chr17	59541051	59541260
chr3	164972601	164972910
chr1	155246901	155247560
chr19	8134201	8134610
chr2	101822001	101822410
chr1	47213301	47213760
chr7	154719251	154719760
chr3	139048101	139048710
chr11	118481551	118482110
chrX	148609301	148609610
chr9	91489501	91489560
chr3	136829251	136829610
chr7	151317101	151317410
chr7	21293651	21294110
chr11	108518901	108519460
chr1	236767801	236768260
chr3	100322251	100322660
chr6	2791301	2791810
chr4	39470951	39471560
chr1	175195051	175195210
chr9	120009651	120009910
chr12	122501901	122502210
chr1	161993901	161994410
chr17	78338051	78338360
chr12	65672701	65672960
chr22	51060701	51061110
chr10	23991751	23992260
chr4	74122801	74123310
chr1	221898351	221898360
chrX	43333701	43333910
chr14	23369401	23369860
chr21	38451651	38452060
chr1	209542151	209542210
chr1	111013851	111014060
chrX	118744051	118744460
chr1	156022651	156024210
chr8	42948251	42949310
chr9	95478601	95479210
chr2	69170551	69171060
chr14	96763301	96763710
chr5	172593201	172593710
chr6	89952301	89952710
chr9	94711101	94711460
chr1	222030501	222030860
chr6	26569401	26569660
chr13	78000051	78000060
chr12	48298401	48298710
chr5	138853251	138853610
chr20	39318051	39319160
chr1	214598551	214598760
chr11	74160301	74160810
chr3	128336201	128337010
chr18	73608851	73609210
chr12	26767101	26767510
chr2	18298801	18299360
chr9	92213001	92213460
chrX	139747051	139747510
chr9	80828701	80828910
chr13	73382951	73383460
chr9	129702851	129703310
chr16	11490001	11490560
chr20	46130401	46130860
chr3	136668551	136668910
chr3	82378501	82378860
chr11	123346201	123346610
chr5	82903951	82904360
chr4	182717951	182718010
chr5	180586201	180586810
chr16	21312851	21313260
chr17	3907901	3908310
chr9	504301	504710
chr2	232478751	232479060
chr5	174322451	174322660
chr5	97790601	97790910
chr12	110906751	110907310
chr2	23127001	23127360
chr8	22423301	22423760
chr1	32014401	32015160
chr11	71894401	71894910
chr13	78815451	78815810
chr3	122746501	122746960
chr12	116844401	116844710
chr2	30936901	30937410
chr2	238653601	238654110
chr5	44862901	44863310
chr4	140540751	140541160
chr10	25811951	25812210
chr7	36330951	36331610
chr16	74758901	74759210
chr18	44135701	44136060
chr3	138418051	138418310
chr7	158286901	158287060
chr6	5325451	5325760
chr18	55899151	55899560
chr6	84221501	84221960
chr1	162958701	162959010
chr8	117331701	117332010
chr5	28734651	28734860
chr19	49178551	49179110
chr11	103530101	103530460
chr8	131219701	131220260
chr2	216979301	216979760
chr18	14976851	14977060
chr14	103569851	103569960
chr3	46317951	46318410
chr14	72759051	72759560
chr11	76838001	76838810
chr11	119351951	119352560
chr1	48489301	48489560
chr20	43594751	43595160
chr20	9388651	9389160
chr1	226707751	226708010
chr11	870201	870410
chr20	62204301	62204610
chr14	64506751	64507160
chr8	84243351	84243610
chr7	130125751	130126360
chr18	8609101	8609560
chr8	53436001	53436360
chr1	152423701	152424160
chr10	121445951	121446460
chr11	45392701	45393210
chr3	151097151	151097510
chr7	132003451	132003960
chr10	117201451	117201810
chr3	159484351	159484810
chr14	21165851	21166310
chr13	52701801	52702310
chr4	148328451	148328760
chr13	91520501	91520960
chr11	76630051	76630560
chr16	88898251	88898660
chr1	24868451	24868860
chr8	37853751	37854260
chr3	49208351	49208910
chrX	9677001	9677410
chr17	38776151	38776610
chr14	24423051	24423610
chrX	99112451	99112860
chr17	66259251	66259510
chr2	178160751	178161210
chr12	122211051	122211660
chr3	187013501	187013760
chrX	106346251	106346560
chr11	3190601	3190860
chr2	233476251	233476810
chrX	85388751	85389210
chr12	80586701	80587060
chr3	160371401	160371610
chr17	56708951	56709260
chr2	88969101	88969610
chr2	65092601	65093160
chr9	5425001	5425410
chr8	8932301	8932560
chr7	128784901	128785160
chr20	13186751	13187010
chr1	151033101	151033160
chr15	98985551	98986060
chr22	23030051	23030510
chr7	31822001	31822460
chr14	49964401	49964860
chr6	133282851	133283060
chr5	140255351	140255810
chr21	37792201	37792610
chr12	113536051	113536560
chr20	13472601	13472860
chr19	47852151	47852660
chr8	132202801	132203010
chr13	80913251	80913560
chr7	70322001	70322260
chr19	45909651	45909860
chr17	26654901	26655010
chr9	111961351	111961510
chr15	79422901	79423210
chr1	202534951	202535260
chr6	159125151	159125760
chr2	68258651	68259110
chr8	127522451	127523010
chr22	38448151	38448760
chr1	245986251	245986610
chr1	9241201	9241960
chr18	47376301	47376510
chr3	52776401	52776860
chr21	35881551	35881710
chr15	65102051	65102610
chr6	88031951	88032510
chr9	6944101	6944360
chr1	86158451	86158810
chr5	131629201	131629910
chrX	65951301	65951610
chr18	26575251	26575660
chr7	30779951	30780510
chr7	156556751	156557160
chr10	71186651	71186760
chr1	175712501	175713260
chr9	12702151	12702560
chr5	118806401	118806960
chr2	44787501	44787910
chr1	237549751	237550460
chr5	101064701	101064960
chr5	38515801	38516110
chr11	29350401	29350960
chr17	14995151	14995560
chr8	97295201	97295460
chr13	98452501	98452960
chr7	2844201	2844360
chr8	128190701	128191160
chr22	37594401	37595010
chr1	145054001	145056710
chr3	141184101	141184360
chr2	70418201	70418410
chr15	84915051	84915560
chr17	56664951	56665460
chr16	23814801	23815210
chr3	140691701	140692060
chr5	149209651	149209860
chr19	8412551	8413060
chr3	112453551	112453960
chr7	98434401	98434910
chr8	127234101	127234360
chr8	20237301	20237410
chr16	56610901	56611360
chr3	81539501	81540060
chr14	70046851	70047260
chr11	7534301	7534960
chrX	18372151	18372510
chr11	11688651	11688860
chr2	27526301	27526760
chr6	147972601	147972860
chr1	172255951	172256210
chr7	121006851	121007310
chr8	112437601	112438060
chr8	126443801	126444760
chr12	48558801	48559360
chr7	129251501	129251710
chr6	32828951	32829260
chr3	32440501	32440960
chr1	221157551	221157960
chrX	118616451	118617060
chr17	65383051	65383460
chr19	14202101	14202460
chr5	149036051	149036610
chr10	76003851	76004260
chr1	55743151	55743660
chr2	85695901	85696110
chrX	144486501	144486960
chr12	69809451	69809960
chr16	57682701	57683510
chr1	52000651	52001060
chr2	10575001	10575510
chr4	34722201	34722560
chr11	60530251	60530660
chr13	50366601	50367010
chr10	85965301	85965810
chr5	51952951	51953460
chr1	9653901	9654360
chr11	57117201	57117760
chr8	23539751	23539960
chr6	28831951	28832260
chr6	160462501	160462960
chr17	27472351	27472710
chr11	1616601	1617110
chr3	170889951	170890210
chr6	74362301	74363360
chr2	25744851	25745410
chr20	45386551	45387210
chr17	21219751	21220360
chr13	45492301	45492760
chr2	233844651	233845010
chr12	131616901	131617410
chr1	156414101	156414760
chr16	284801	285260
chrX	85426401	85426760
chr14	70344151	70344660
chr3	190418801	190419210
chr1	65900001	65900260
chr1	64040951	64041360
chr3	17515351	17515610
chr2	98280701	98281260
chr1	22743001	22743510
chr1	151416201	151416760
chr11	2553851	2554510
chr14	86521901	86522260
chr14	88929701	88930010
chr6	26258551	26258860
chr15	85832901	85833360
chr3	142694251	142694460
chr6	110026301	110026910
chr10	2970351	2970860
chr15	80988751	80989110
chr19	45657651	45657910
chr14	69926801	69927260
chr1	26431351	26431860
chr1	109440701	109441160
chr3	127263051	127263510
chr15	59063351	59063860
chr15	45686051	45686360
chr5	3139701	3139960
chr3	62174501	62174960
chr2	100059351	100059610
chr8	38415001	38415360
chr20	58585351	58585660
chr4	115307751	115308210
chr14	89884301	89884660
chr7	37940801	37941310
chr22	38496701	38497160
chr3	142705901	142706310
chr10	14540901	14541360
chr12	130399201	130399510
chr20	49187051	49187360
chr1	156186051	156186760
chr1	18368251	18368460
chr14	97033601	97034060
chr2	60934751	60935210
chr9	19641201	19641310
chr2	189156351	189157060
chr21	46558401	46558910
chr4	164475951	164476510
chr4	99427951	99428210
chr21	43678651	43679160
chr7	1177701	1178060
chr3	137899451	137899860
chr12	91334651	91335110
chr9	131103601	131104060
chr20	798901	799110
chr1	41057801	41058210
chr3	149684851	149685310
chr12	67663301	67663410
chr6	126227501	126228010
chr10	77155051	77155560
chr2	92317551	92317960
chr3	42560401	42560560
chr16	85022051	85022260
chr12	20799151	20799560
chr10	65695501	65695860
chr1	192515401	192515760
chr12	107796151	107796610
chr18	52942301	52942660
chr20	45336801	45336910
chr11	29655801	29656210
chr6	88541651	88542060
chr3	170881001	170881360
chr5	148208951	148209160
chr2	231851851	231852360
chr20	6616801	6617360
chr12	56771151	56771310
chr16	78637101	78637310
chr6	149886651	149887110
chr1	199923851	199924210
chr12	45610051	45610910
chr20	62417551	62418010
chr16	11351051	11351560
chr3	158377451	158377860
chr6	86192751	86193260
chr11	63933051	63933610
chr6	46387251	46387710
chr10	115214151	115214710
chr1	1655951	1656110
chr12	69523851	69524210
chr12	62829401	62829810
chr5	172158351	172158760
chr10	73019651	73019810
chr12	54793001	54793560
chr3	58518401	58518910
chr2	71558551	71559060
chr10	90324851	90325210
chr19	4567501	4568010
chr11	64018501	64019160
chr4	130562251	130562760
chr1	110040901	110041260
chr6	34605951	34606160
chr8	48909751	48910210
chr3	48514551	48515010
chr3	194392151	194392660
chr20	37037151	37037660
chr2	207421101	207421510
chr17	29024951	29025210
chr10	4698751	4699210
chr8	116088851	116089410
chr1	211914551	211914710
chr6	142310301	142310810
chr10	64174151	64174460
chr18	70486351	70486610
chr1	153261051	153261610
chr16	19498201	19498360
chr2	102439701	102440210
chr10	112632301	112632610
chr10	135422351	135422760
chr9	84803801	84804010
chr19	50982401	50982760
chrX	146652001	146652360
chr10	113875501	113875960
chr3	28390651	28390960
chr12	115100301	115100860
chr8	143626751	143627410
chr12	117674201	117674710
chr12	110290851	110291310
chr3	128303251	128303710
chr16	3179401	3180060
chr19	19496151	19496310
chr6	117262951	117263210
chr13	92299601	92300010
chr2	112806301	112806760
chr19	11432351	11432560
chr3	2755601	2756010
chr11	18001251	18001760
chr11	38846151	38846510
chr9	84716451	84716710
chr19	14682651	14683210
chr4	35153651	35153910
chr1	209957501	209957510
chr15	68487351	68487660
chr1	201258051	201258610
chr19	7451151	7451460
chr8	27621301	27621760
chr1	228202401	228202560
chr21	47240351	47240910
chr1	158466201	158466510
chr1	17834451	17834760
chr19	48655701	48656110
chrX	83594501	83594910
chr1	208266901	208267810
chr16	78005351	78005960
chr11	44970751	44970910
chr1	236266701	236267460
chr3	190768701	190769160
chr3	48955951	48956660
chr5	135393651	135394110
chr11	67236701	67237110
chr9	96728101	96728460
chr10	47627301	47627660
chr1	39074001	39074260
chr4	4882251	4882610
chr12	107528451	107528710
chr22	32242751	32243010
chr7	80549401	80549860
chr10	49816151	49816610
chr7	138701751	138702210
chr2	242820151	242820560
chr14	60183751	60183810
chr11	11998051	11998260
chr4	5052101	5052560
chr11	60598401	60598910
chr1	10658501	10658660
chr17	34097151	34097560
chr1	36111801	36112010
chr15	40659901	40660760
chr1	159861151	159861910
chr2	179756051	179756610
chr6	121675901	121676260
chr1	232065151	232065310
chrX	108956251	108956610
chr1	160921151	160921760
chr10	29759301	29759610
chr19	1513651	1514310
chr1	200590051	200590260
chr4	152329801	152330160
chr11	82412851	82413310
chr15	65032751	65033060
chr18	57313551	57313860
chr1	214920901	214920960
chr2	177319601	177320060
chr6	33790451	33790610
chr1	160048201	160048910
chr1	175094301	175094760
chr3	192054151	192054360
chr4	127144901	127145360
chr17	48073851	48074560
chr15	31728251	31728310
chr17	77808651	77809160
chr15	91477451	91477960
chr12	6181701	6181960
chr7	102702351	102702810
chr17	53070401	53070860
chrX	136276301	136276710
chr19	49578201	49578460
chr1	184660801	184661310
chr3	143046301	143046660
chr2	23983651	23984060
chr3	46736701	46737160
chr8	96069101	96069610
chr9	16039401	16039710
chr8	17356801	17357110
chr4	65851	65960
chr4	6690551	6690810
chr4	143771701	143771910
chr2	49844001	49844310
chr5	60954251	60954810
chr20	52372701	52372860
chr2	91772501	91772860
chr2	181845101	181845710
chr1	157140451	157141160
chr7	155137451	155138010
chr9	139738351	139738610
chr1	1486501	1486810
chr1	152161001	152161810
chr1	87169951	87170810
chr13	107570201	107570810
chr3	99550801	99551160
chr22	31485051	31485560
chr6	43969051	43969360
chr21	37497801	37498260
chr1	218524901	218525210
chr2	132559251	132559760
chr3	115555801	115556260
chr6	34131551	34131960
chr17	28667101	28667610
chr8	13512551	13512960
chr6	122170601	122171060
chr8	29034401	29034910
chr3	183947251	183947510
chr5	134792951	134793710
chrX	71348751	71349110
chr10	21567601	21568060
chr4	61671401	61671810
chr11	95974501	95974760
chr4	159778001	159778410
chr17	27243401	27243710
chr16	69893501	69893910
chr7	12101751	12101960
chr8	133109751	133110110
chr2	87035351	87036010
chr1	157166601	157166960
chr16	72852451	72852660
chrX	129162101	129162610
chr2	162079651	162080060
chr10	47594401	47594660
chr4	36401301	36401810
chr8	59614251	59614710
chr3	169772101	169772310
chr9	139655251	139655660
chr14	69727751	69728210
chr7	43217351	43217610
chr7	134128901	134129160
chr7	915701	915910
chr1	27136501	27136910
chrX	152875251	152875660
chr21	38311651	38312160
chr6	16819951	16820360
chr14	91622201	91622360
chr6	46458501	46458660
chr2	180286801	180287210
chr19	53698601	53698860
chr18	32585901	32586360
chr4	17349051	17349460
chr7	85093601	85093910
chr6	105811001	105811410
chrX	109651301	109651810
chr14	94595851	94596160
chr22	39513901	39514310
chr8	38029001	38029510
chr16	3704201	3704710
chr3	129035201	129035860
chr6	32821751	32822110
chr7	141675951	141676460
chr11	111153951	111154410
chr2	55659101	55659610
chr18	73964851	73965260
chr11	71802201	71802710
chr9	12716851	12717210
chr18	12659801	12660260
chr3	151008501	151008860
chr1	101393851	101393960
chr1	54326501	54327010
chr18	58079051	58079260
chr12	28325351	28325810
chr3	112854901	112855310
chr20	36966051	36966410
chr5	138581351	138581510
chr10	114206501	114206810
chr5	52720601	52720810
chrX	134611501	134611860
chr1	113498301	113499160
chr11	8625501	8625960
chr3	118960251	118960710
chr7	44121751	44122210
chr3	107718001	107718260
chr21	40760351	40760960
chr6	129820101	129820560
chr22	33414151	33414660
chr4	122821451	122821960
chr7	130538251	130538410
chr4	184328201	184328710
chr15	50437601	50438010
chr6	4210801	4211310
chr16	71392301	71392860
chr19	510501	511160
chr20	17702401	17702660
chr6	55141501	55141960
chr1	208412101	208413060
chr1	110526901	110527560
chr6	56460251	56460710
chr7	5821051	5821560
chr8	27761251	27761660
chr4	69041251	69041660
chr1	20987851	20988210
chr5	143204551	143205210
chr18	57507551	57507910
chr17	72562251	72562760
chr7	93071951	93072510
chr1	65525551	65526010
chr9	4750001	4750410
chr19	48018601	48019110
chr16	1463601	1464060
chr1	181880101	181880410
chr1	202907751	202907810
chr3	119866001	119866310
chr20	34582851	34583360
chr19	55813101	55813660
chr6	32590351	32590510
chr7	104189401	104189610
chr5	89561051	89561510
chr9	97385601	97385910
chr17	2947051	2947360
chr8	82802651	82803110
chrX	46772301	46772810
chr10	120000701	120001260
chr7	12558801	12559210
chr17	72489451	72489860
chr1	10752401	10752860
chr12	68461551	68461960
chr2	88890401	88891010
chr9	77388751	77389260
chr11	107897901	107898110
chr4	5461851	5462260
chr17	30465901	30466310
chr22	24574401	24574810
chr7	76961151	76961560
chr7	123177101	123177560
chr1	52870401	52870760
chr10	43957301	43957760
chr3	59197801	59198260
chr6	71665451	71666160
chr3	192284451	192284910
chr6	73334251	73334710
chr2	137494751	137495060
chr13	25257901	25258410
chr17	70552951	70553460
chr6	79321551	79322060
chr1	204272001	204272160
chr10	24283351	24283810
chr15	36937351	36937660
chr16	81232351	81232510
chr10	128259701	128260010
chr11	128754601	128755110
chr7	19748501	19749060
chr3	31251701	31251910
chr6	52562801	52562960
chr11	844451	844810
chr9	15642401	15642710
chr10	103600351	103600910
chr2	113300951	113301160
chr10	102728751	102729260
chr8	80964751	80965060
chr11	118223751	118224210
chr7	116442901	116443310
chr3	48477201	48477910
chr21	10754351	10754610
chr15	67198401	67198560
chr2	47243801	47243910
chr17	21360301	21360760
chr17	59914501	59915010
chr13	67566451	67566510
chr11	61564601	61565060
chr6	141883701	141884410
chr1	98134501	98134860
chr6	138357351	138357560
chrX	28605051	28605360
chr4	134945401	134945760
chr11	120195801	120196160
chr2	20861151	20861710
chr1	149223251	149224160
chr22	45371451	45372010
chr2	239015901	239016160
chr1	4886101	4886560
chr1	160053851	160054260
chr11	69656851	69657310
chr3	120024301	120024360
chr3	140218051	140218260
chr3	138665051	138665360
chr2	239279351	239279860
chr15	67143201	67144010
chr19	17393401	17393960
chr2	101629051	101629560
chr1	120351501	120352010
chr3	152189751	152190160
chr18	45534401	45535110
chr12	54399651	54400160
chr9	126164201	126164610
chr4	55874901	55875310
chrX	134185551	134185760
chr18	44098451	44098760
chr6	168901	169210
chr6	83422601	83422910
chr20	45925751	45926010
chr9	6495551	6495610
chr2	91784151	91784210
chr6	43422151	43422710
chr5	131515701	131516410
chr2	62138751	62138910
